customer_id,age,tenure_months,monthly_spend,support_calls,complaints,digital_engagement_score,payment_failed_flag,contract_type,product_count,region,churn_probability_true,churn
794,42,67,943.19,2,2,88.94,0,Monthly,5,Limpopo,0.0406,0
795,73,74,2117.02,1,2,57.96,0,Monthly,2,Eastern Cape,0.5205,1
796,50,40,527.61,3,0,31.29,0,Quarterly,3,KwaZulu-Natal,0.1993,1
797,55,47,2075.83,2,0,16.34,0,Quarterly,4,Western Cape,0.1971,0
798,70,106,1428.51,1,0,34.56,0,Monthly,3,KwaZulu-Natal,0.0991,0
799,23,65,1917.36,3,0,54.0,0,Quarterly,4,Western Cape,0.1375,0
800,61,29,1798.34,3,1,19.63,0,Monthly,4,Gauteng,0.756,1
801,62,50,558.4,4,1,95.25,0,Monthly,2,KwaZulu-Natal,0.2621,0
802,49,98,1443.59,0,0,89.71,0,Monthly,2,Gauteng,0.0407,0
803,62,115,2175.92,4,0,3.3,0,Monthly,1,Gauteng,0.3132,1
804,64,13,1108.68,2,0,56.2,0,Annual,5,Limpopo,0.0345,0
805,38,118,2418.15,2,2,78.93,0,Monthly,5,KwaZulu-Natal,0.1992,1
806,33,1,1157.93,0,0,24.54,0,Monthly,5,Limpopo,0.138,0
807,71,34,399.82,1,0,52.39,0,Annual,5,Limpopo,0.0109,0
808,38,93,1004.11,4,1,40.6,0,Monthly,1,Gauteng,0.4163,1
809,28,48,2381.67,2,1,19.65,0,Annual,4,Eastern Cape,0.1031,1
810,54,111,833.32,3,2,61.47,0,Annual,1,Gauteng,0.1083,0
811,53,77,2176.84,2,0,99.37,0,Monthly,2,Gauteng,0.0771,0
812,52,48,2209.06,7,0,36.53,0,Monthly,3,Western Cape,0.3429,1
813,36,49,907.96,2,0,55.24,0,Annual,4,Eastern Cape,0.0211,0
814,37,117,253.98,3,2,32.79,0,Quarterly,4,Gauteng,0.1115,0
815,74,64,1825.17,0,1,87.69,0,Monthly,1,Eastern Cape,0.1783,0
816,35,61,813.21,2,1,86.46,0,Annual,2,Western Cape,0.0338,0
817,64,29,1968.16,3,0,17.88,0,Monthly,2,Eastern Cape,0.361,1
818,58,39,1134.5,3,1,89.99,0,Monthly,4,KwaZulu-Natal,0.1625,0
819,66,88,1238.9,3,0,15.15,0,Quarterly,1,Western Cape,0.155,0
820,31,26,1955.88,3,0,9.54,0,Quarterly,5,Eastern Cape,0.2524,0
821,32,17,986.79,1,0,65.29,0,Monthly,4,Limpopo,0.0592,0
822,48,71,1135.66,2,1,38.59,0,Monthly,5,Eastern Cape,0.1605,0
823,18,13,971.67,2,0,53.07,1,Quarterly,3,Western Cape,0.6061,0
824,70,69,949.98,1,1,65.26,1,Quarterly,2,Limpopo,0.3683,1
825,71,26,1338.57,1,1,5.28,0,Annual,4,Eastern Cape,0.0782,0
826,71,49,2031.56,3,0,29.3,0,Monthly,3,Eastern Cape,0.3713,0
827,20,67,936.33,4,1,46.09,0,Quarterly,5,Western Cape,0.1118,0
828,33,7,1334.42,1,0,26.66,0,Monthly,4,Limpopo,0.2305,1
829,40,58,1693.28,0,0,4.9,0,Annual,3,Limpopo,0.0802,0
830,74,49,710.13,2,1,8.67,0,Monthly,4,Eastern Cape,0.2924,0
831,28,103,729.93,1,1,80.17,0,Quarterly,3,KwaZulu-Natal,0.0234,0
832,29,53,2336.86,2,0,91.14,0,Annual,3,Western Cape,0.0479,0
833,27,65,1822.66,3,1,15.22,0,Annual,5,Western Cape,0.0568,1
834,49,113,1464.11,2,1,24.93,0,Quarterly,2,Gauteng,0.1725,0
835,33,62,1636.91,0,0,65.22,1,Quarterly,1,Limpopo,0.0822,0
836,25,17,121.78,1,0,95.43,1,Annual,3,Limpopo,0.0166,0
837,55,43,1564.35,1,1,29.96,0,Annual,2,Gauteng,0.143,1
838,29,25,1298.3,0,0,85.52,0,Quarterly,1,Eastern Cape,0.0497,0
839,41,3,1387.09,4,2,50.6,0,Quarterly,5,Eastern Cape,0.233,1
840,45,79,930.59,1,1,95.66,0,Monthly,4,Western Cape,0.0294,0
841,70,29,249.61,2,0,13.63,1,Monthly,2,Eastern Cape,0.3838,1
842,25,117,523.68,0,2,97.37,0,Monthly,4,KwaZulu-Natal,0.017,0
843,45,107,2379.32,4,0,44.1,0,Monthly,4,KwaZulu-Natal,0.2606,0
844,53,32,1051.31,0,2,95.29,0,Quarterly,1,KwaZulu-Natal,0.062,0
845,43,26,1193.37,1,0,45.87,0,Monthly,2,Gauteng,0.1449,0
846,25,16,179.14,2,1,53.01,0,Monthly,3,KwaZulu-Natal,0.2227,0
847,67,25,142.04,3,0,80.48,1,Monthly,1,Gauteng,0.2652,0
848,45,54,1807.09,1,1,72.26,0,Monthly,2,Western Cape,0.1497,0
849,45,28,1368.33,2,0,61.96,0,Monthly,3,Western Cape,0.1102,0
850,54,73,1296.33,4,0,41.7,1,Annual,4,KwaZulu-Natal,0.0712,0
851,58,120,645.66,6,0,79.24,0,Quarterly,5,Gauteng,0.0304,0
852,53,56,1874.64,0,1,94.82,0,Monthly,5,KwaZulu-Natal,0.0822,0
853,44,65,462.18,1,0,0.98,0,Monthly,1,Eastern Cape,0.1972,1
854,71,93,515.34,1,1,58.78,1,Quarterly,3,Gauteng,0.1199,0
855,34,86,1178.74,2,1,86.6,0,Quarterly,3,Gauteng,0.0951,0
856,26,80,751.39,0,2,65.31,1,Monthly,5,Gauteng,0.2125,0
857,50,41,656.28,3,0,80.08,0,Monthly,3,Gauteng,0.0571,0
858,70,115,1630.83,5,2,89.51,0,Monthly,2,Eastern Cape,0.3795,1
859,37,108,1644.88,1,0,75.1,0,Monthly,2,KwaZulu-Natal,0.1005,0
860,30,51,2070.07,4,1,71.7,0,Monthly,5,Western Cape,0.1964,0
861,45,118,1073.39,2,1,96.47,0,Annual,4,Limpopo,0.0043,0
862,65,105,229.06,2,0,86.37,1,Annual,4,Limpopo,0.0105,0
863,46,71,720.48,3,0,81.54,0,Monthly,4,Gauteng,0.0663,0
864,30,78,2451.01,2,0,8.64,0,Annual,5,Gauteng,0.0855,0
865,63,29,1510.83,4,0,23.9,0,Annual,1,Western Cape,0.1541,0
866,52,83,1788.86,2,2,55.68,0,Quarterly,3,Limpopo,0.0846,0
867,23,19,68.03,7,0,70.96,0,Quarterly,2,Gauteng,0.1481,0
868,35,66,1319.6,1,2,30.32,1,Annual,2,Eastern Cape,0.3126,1
869,68,41,141.95,2,0,9.33,0,Monthly,1,Limpopo,0.4966,0
870,22,45,1444.61,3,2,31.11,0,Monthly,3,Eastern Cape,0.5625,1
871,64,15,2305.89,1,1,77.1,0,Annual,4,Western Cape,0.1008,1
872,42,3,2422.63,1,1,87.74,0,Monthly,2,Western Cape,0.1943,0
873,19,11,1374.35,3,0,91.29,0,Annual,4,Limpopo,0.0243,0
874,27,53,1172.6,2,1,37.89,0,Annual,4,KwaZulu-Natal,0.0202,0
875,73,46,2365.29,1,0,37.25,0,Monthly,5,Limpopo,0.1892,0
876,47,30,1700.34,4,0,40.67,0,Monthly,5,Eastern Cape,0.2161,0
877,67,57,209.0,2,1,37.58,1,Monthly,3,KwaZulu-Natal,0.4338,0
878,62,104,1191.03,1,1,66.62,0,Monthly,2,Eastern Cape,0.0837,1
879,22,18,638.6,2,0,35.83,0,Monthly,5,Eastern Cape,0.325,0
880,72,51,1201.02,3,1,2.03,0,Monthly,3,Eastern Cape,0.7188,0
881,73,48,1165.89,1,1,43.9,0,Monthly,1,Gauteng,0.1086,0
882,50,66,1476.25,0,0,22.42,0,Monthly,4,KwaZulu-Natal,0.1428,0
883,71,96,924.09,1,0,2.88,0,Monthly,2,Gauteng,0.1137,0
884,18,8,452.46,0,1,47.08,1,Quarterly,2,Gauteng,0.3467,0
885,35,22,1284.11,1,0,20.6,1,Annual,3,Eastern Cape,0.0932,0
886,49,6,2084.0,2,1,45.27,0,Quarterly,5,Western Cape,0.3836,1
887,64,76,1676.83,1,1,27.77,0,Monthly,4,Limpopo,0.2915,1
888,66,111,879.0,4,1,60.37,0,Annual,4,Western Cape,0.0145,0
889,28,57,2342.03,1,0,99.09,1,Monthly,2,Eastern Cape,0.218,1
890,38,104,2284.91,2,1,54.72,0,Monthly,2,Limpopo,0.2499,1
891,43,36,562.9,0,0,64.69,0,Monthly,4,Limpopo,0.0669,0
892,42,79,146.57,0,0,91.93,0,Monthly,1,Eastern Cape,0.0306,0
893,39,92,1866.21,5,0,37.4,0,Monthly,3,Gauteng,0.3987,0
894,44,116,2077.65,0,1,16.65,0,Monthly,1,Limpopo,0.239,1
895,66,57,2421.27,0,1,28.28,0,Monthly,5,Limpopo,0.2638,0
896,30,49,2230.1,1,0,40.28,0,Monthly,1,Limpopo,0.1677,0
897,50,45,1521.31,0,0,64.5,0,Monthly,1,Limpopo,0.122,0
898,51,82,1348.63,1,0,0.46,0,Quarterly,5,KwaZulu-Natal,0.1427,0
899,58,66,118.21,1,0,85.34,0,Monthly,3,Gauteng,0.0616,1
900,52,77,654.31,3,1,7.61,0,Monthly,4,KwaZulu-Natal,0.3042,0
901,18,45,1176.06,1,1,90.07,0,Annual,1,KwaZulu-Natal,0.0376,1
902,38,118,1589.83,1,2,94.94,0,Monthly,3,Eastern Cape,0.1671,0
903,65,79,1415.27,3,2,99.01,0,Monthly,5,Gauteng,0.1221,0
904,72,20,1869.46,2,1,80.95,1,Monthly,3,Western Cape,0.5866,1
905,23,64,735.43,3,0,14.19,0,Annual,1,Gauteng,0.0887,0
906,45,93,1434.13,1,0,70.62,0,Quarterly,4,Western Cape,0.0258,0
907,34,106,265.95,0,0,20.33,0,Monthly,5,Limpopo,0.0188,0
908,22,93,1063.48,0,0,89.71,0,Monthly,5,Western Cape,0.008,0
909,48,67,1887.89,1,1,31.66,1,Monthly,1,Western Cape,0.6768,0
910,22,83,1748.83,6,2,32.68,0,Quarterly,3,Western Cape,0.7294,1
911,55,3,2477.07,0,1,91.77,0,Annual,4,Limpopo,0.0462,0
912,20,54,730.83,5,0,1.32,0,Quarterly,5,Limpopo,0.2159,1
913,70,78,1270.56,1,0,19.4,0,Monthly,1,KwaZulu-Natal,0.3082,0
914,40,64,857.35,3,1,42.19,0,Monthly,1,Western Cape,0.3543,1
915,54,40,1129.48,3,1,70.07,0,Monthly,2,Gauteng,0.1029,0
916,70,59,2149.53,2,0,64.76,0,Quarterly,2,Eastern Cape,0.2072,0
917,54,55,1726.31,2,1,66.94,0,Monthly,3,KwaZulu-Natal,0.1267,0
918,27,62,2211.98,2,1,88.0,0,Monthly,1,Western Cape,0.2319,0
919,27,4,548.6,2,0,12.1,1,Quarterly,3,KwaZulu-Natal,0.3607,1
920,36,60,2189.73,4,0,52.22,0,Monthly,3,Western Cape,0.2235,0
921,34,116,196.42,2,1,72.55,1,Quarterly,4,Western Cape,0.0597,0
922,38,75,2227.07,1,1,63.61,0,Quarterly,2,KwaZulu-Natal,0.21,1
923,31,95,856.23,2,0,44.83,0,Monthly,3,Western Cape,0.0785,0
924,26,107,820.74,3,1,1.71,0,Annual,4,Western Cape,0.1161,0
925,63,96,1304.62,3,1,6.05,0,Quarterly,4,Eastern Cape,0.3842,0
926,18,91,2354.69,1,1,11.89,0,Monthly,2,Gauteng,0.5606,1
927,68,30,167.06,3,0,34.32,0,Annual,2,Limpopo,0.0594,1
928,62,107,912.97,3,3,11.77,0,Quarterly,1,Eastern Cape,0.4629,1
929,30,2,2148.6,1,0,42.61,0,Annual,3,Limpopo,0.0837,0
930,21,62,1020.33,1,1,17.86,0,Quarterly,4,Limpopo,0.2104,0
931,18,49,537.93,0,1,77.92,0,Monthly,1,Gauteng,0.1599,1
932,66,9,1090.75,1,0,87.15,0,Monthly,3,Eastern Cape,0.0296,0
933,57,92,994.6,2,0,38.96,0,Quarterly,3,Western Cape,0.0682,0
934,49,31,2292.77,4,2,51.13,0,Monthly,1,Gauteng,0.4875,0
935,51,98,1916.74,3,1,95.35,1,Annual,4,Western Cape,0.0561,0
936,45,61,1287.53,1,0,53.55,0,Monthly,1,Western Cape,0.1056,1
937,48,120,2471.51,3,0,99.51,0,Quarterly,3,Western Cape,0.0273,0
938,25,79,1189.93,4,0,14.21,0,Monthly,1,Western Cape,0.474,0
939,56,48,192.68,2,0,86.22,0,Monthly,1,Eastern Cape,0.0644,0
940,43,25,692.57,3,2,49.72,0,Quarterly,3,Limpopo,0.3072,0
941,51,36,1118.37,1,1,2.27,1,Quarterly,2,Limpopo,0.4207,0
942,71,8,434.41,0,2,97.22,0,Monthly,4,Eastern Cape,0.1119,0
943,71,73,2371.53,1,0,96.5,0,Monthly,3,Limpopo,0.1084,0
944,20,58,1928.78,1,1,38.33,0,Annual,2,Gauteng,0.0601,0
945,67,101,707.3,3,0,95.41,0,Annual,1,Western Cape,0.0184,0
946,29,112,1497.47,1,1,14.1,0,Monthly,2,Western Cape,0.2123,0
947,18,45,1817.55,4,0,68.01,0,Monthly,3,Western Cape,0.2329,0
948,71,62,2356.13,4,0,19.19,0,Monthly,3,KwaZulu-Natal,0.4264,1
949,61,39,2210.01,1,1,24.66,0,Annual,1,Gauteng,0.2516,0
950,22,96,1312.22,1,0,77.93,0,Monthly,3,KwaZulu-Natal,0.0646,0
951,47,58,1947.9,1,1,37.74,0,Monthly,5,Eastern Cape,0.195,0
952,47,116,1427.25,3,1,0.71,0,Monthly,2,KwaZulu-Natal,0.4183,0
953,74,81,1404.12,3,1,41.42,0,Quarterly,5,Limpopo,0.1688,0
954,34,99,331.12,2,3,22.81,0,Annual,5,Limpopo,0.0901,1
955,65,101,359.04,2,0,68.33,0,Monthly,2,Gauteng,0.045,0
956,64,83,1347.36,4,0,19.44,0,Monthly,3,KwaZulu-Natal,0.4257,0
957,40,64,708.71,1,1,84.23,0,Quarterly,2,KwaZulu-Natal,0.088,0
958,32,44,101.54,2,1,26.71,0,Monthly,1,Western Cape,0.5319,1
959,54,29,1820.96,2,0,39.3,0,Monthly,5,Gauteng,0.0971,0
960,38,59,129.59,2,1,29.8,0,Annual,5,Western Cape,0.04,0
961,31,71,1508.43,3,0,64.39,0,Annual,3,Gauteng,0.0606,0
962,19,92,1371.02,2,0,10.12,0,Annual,2,Gauteng,0.0964,1
963,28,9,2423.6,1,0,47.81,0,Monthly,4,KwaZulu-Natal,0.2291,0
964,68,92,1236.32,3,0,33.45,0,Monthly,3,Western Cape,0.0809,0
965,56,6,205.82,2,0,88.41,0,Annual,3,Eastern Cape,0.0452,0
966,55,29,1401.64,2,0,7.34,0,Monthly,3,Western Cape,0.2729,0
967,51,58,2110.69,4,0,82.97,0,Monthly,2,Eastern Cape,0.2276,0
968,55,17,2492.28,0,0,16.77,0,Monthly,3,Limpopo,0.5778,1
969,67,16,1104.34,5,0,8.86,0,Annual,1,Gauteng,0.1891,0
970,51,87,834.73,1,1,20.23,0,Quarterly,1,Western Cape,0.2057,1
971,35,95,2271.3,1,0,10.27,0,Monthly,5,Gauteng,0.1028,0
972,47,3,518.54,2,0,52.1,0,Monthly,5,Western Cape,0.0757,0
973,32,21,1557.8,1,0,98.82,0,Annual,2,Limpopo,0.0264,0
974,44,64,1044.0,1,0,3.43,0,Annual,4,Western Cape,0.0498,0
975,68,90,150.65,0,0,46.11,0,Quarterly,5,Limpopo,0.0228,0
976,51,36,900.86,1,0,38.61,0,Monthly,5,Gauteng,0.1498,0
977,69,106,699.81,1,1,33.96,0,Monthly,5,KwaZulu-Natal,0.0528,0
978,74,101,1730.92,1,1,33.19,0,Quarterly,5,Eastern Cape,0.049,0
979,55,117,2374.54,1,2,89.5,0,Annual,3,Gauteng,0.0277,0
980,50,86,706.72,0,0,1.9,0,Monthly,5,KwaZulu-Natal,0.084,0
981,41,62,2038.09,3,0,77.49,0,Monthly,2,Gauteng,0.1733,0
982,32,42,185.63,1,0,25.29,0,Monthly,3,Gauteng,0.021,0
983,47,76,1368.4,2,1,38.33,0,Monthly,3,Western Cape,0.0961,0
984,72,42,222.85,1,0,42.01,0,Monthly,2,Limpopo,0.0989,0
985,59,61,2338.38,1,0,30.47,1,Annual,4,Limpopo,0.1661,0
986,68,13,1927.56,1,0,9.36,0,Monthly,5,Western Cape,0.1805,0
987,34,11,1661.98,1,1,11.43,0,Monthly,1,Western Cape,0.6433,1
988,22,54,2068.55,4,2,29.81,0,Monthly,4,Gauteng,0.4309,0
989,46,16,1636.42,5,2,82.18,0,Annual,5,Limpopo,0.1787,0
990,21,8,2423.91,1,0,13.46,0,Annual,1,Gauteng,0.2288,1
991,27,104,1799.2,0,0,74.26,0,Monthly,3,KwaZulu-Natal,0.0541,0
992,73,59,2315.41,3,1,28.89,0,Monthly,3,KwaZulu-Natal,0.3695,0
993,34,57,1316.97,4,0,88.35,0,Quarterly,3,Western Cape,0.0373,0
994,27,40,336.81,4,0,42.83,0,Monthly,5,Limpopo,0.1947,0
995,34,109,1344.04,4,1,17.17,0,Monthly,2,KwaZulu-Natal,0.2408,1
996,37,59,360.84,3,1,98.58,0,Annual,3,Limpopo,0.0148,0
997,41,2,1501.61,2,2,17.66,0,Monthly,3,Limpopo,0.7933,1
998,22,94,1232.11,0,1,56.76,1,Annual,3,Eastern Cape,0.0569,0
999,51,94,1575.31,3,0,56.93,0,Monthly,5,KwaZulu-Natal,0.1061,0
1000,23,76,74.62,3,1,37.28,0,Monthly,1,KwaZulu-Natal,0.3201,1
1001,70,10,527.36,2,1,95.15,0,Monthly,4,Gauteng,0.1413,0
1002,19,44,1253.76,1,1,84.39,0,Monthly,3,Gauteng,0.115,0
1003,30,11,2378.73,2,1,82.98,0,Monthly,4,Limpopo,0.1951,0
1004,60,79,989.84,1,2,97.42,0,Quarterly,2,Western Cape,0.2134,0
1005,60,80,1089.71,0,1,45.71,0,Monthly,2,Gauteng,0.1116,0
1006,65,81,1801.01,4,0,9.72,1,Monthly,2,Gauteng,0.6962,1
1007,28,90,1529.29,1,1,76.55,1,Annual,3,Limpopo,0.067,0
1008,68,2,782.37,4,1,38.08,0,Annual,4,KwaZulu-Natal,0.123,0
1009,64,50,1056.5,2,0,19.03,0,Quarterly,1,Gauteng,0.1755,0
1010,74,12,583.36,1,0,48.32,0,Annual,5,Western Cape,0.04,0
1011,40,115,2416.75,3,1,92.57,0,Monthly,4,Limpopo,0.0804,0
1012,72,90,370.05,2,0,17.14,0,Monthly,5,KwaZulu-Natal,0.0956,0
1013,33,23,961.0,1,1,84.87,0,Monthly,4,Eastern Cape,0.1673,0
1014,48,18,113.31,0,0,41.82,0,Annual,3,Western Cape,0.0166,0
1015,28,62,593.36,0,2,13.68,0,Monthly,1,KwaZulu-Natal,0.3519,1
1016,71,96,1962.15,4,0,84.84,0,Monthly,3,Limpopo,0.1855,0
1017,33,113,542.88,4,0,96.96,1,Monthly,2,Eastern Cape,0.1314,0
1018,25,62,246.16,3,0,29.13,0,Monthly,1,Western Cape,0.0829,1
1019,21,38,1212.41,1,1,30.35,0,Monthly,4,Gauteng,0.3836,0
1020,57,111,74.42,1,0,39.05,0,Monthly,3,Gauteng,0.0254,0
1021,21,67,257.68,4,0,81.41,1,Monthly,5,Western Cape,0.1321,0
1022,73,38,2028.68,1,1,1.04,0,Monthly,3,Gauteng,0.3254,0
1023,42,67,1940.11,3,0,22.4,0,Monthly,3,Limpopo,0.2587,0
1024,20,94,2292.09,1,1,70.59,0,Quarterly,4,Western Cape,0.0521,0
1025,49,61,2143.56,3,1,40.56,0,Quarterly,4,Western Cape,0.2436,0
1026,20,1,1723.78,2,1,33.03,0,Monthly,2,Gauteng,0.4321,0
1027,44,94,178.22,2,0,87.23,0,Quarterly,1,Western Cape,0.0668,0
1028,46,45,1967.98,3,1,91.73,0,Monthly,3,Eastern Cape,0.2488,0
1029,49,96,2121.5,3,0,94.8,0,Monthly,5,Western Cape,0.0789,0
1030,67,28,2007.75,2,1,27.26,0,Annual,4,Gauteng,0.135,0
1031,68,21,1295.77,1,1,91.25,0,Monthly,4,Gauteng,0.1711,0
1032,36,110,620.61,1,0,73.7,1,Monthly,2,Gauteng,0.033,0
1033,38,13,2121.06,2,0,15.42,0,Annual,1,Gauteng,0.1617,0
1034,22,27,1831.55,2,0,61.03,0,Monthly,2,Limpopo,0.1966,0
1035,35,100,2452.86,3,0,2.63,0,Monthly,4,Gauteng,0.2562,0
1036,45,7,431.45,0,1,70.84,1,Annual,5,Eastern Cape,0.0639,0
1037,59,22,602.88,4,1,73.36,0,Monthly,2,Western Cape,0.3591,0
1038,39,74,568.91,3,0,78.93,0,Quarterly,3,KwaZulu-Natal,0.0443,0
1039,38,103,1991.72,0,1,17.25,1,Monthly,4,KwaZulu-Natal,0.3306,0
1040,23,53,507.92,2,2,62.82,0,Monthly,4,Limpopo,0.4323,1
1041,18,79,213.32,0,1,17.89,0,Monthly,2,KwaZulu-Natal,0.1623,0
1042,22,79,2496.47,2,0,94.67,0,Monthly,5,Gauteng,0.0215,0
1043,58,4,110.8,1,1,67.5,0,Annual,2,KwaZulu-Natal,0.0652,1
1044,29,96,2096.35,4,1,9.53,0,Annual,5,Eastern Cape,0.1757,0
1045,43,23,945.15,1,1,18.7,0,Monthly,4,Gauteng,0.4036,0
1046,63,119,2111.96,0,0,66.35,0,Annual,2,KwaZulu-Natal,0.0188,0
1047,51,70,1408.82,2,0,47.67,0,Monthly,1,Gauteng,0.134,0
1048,66,88,2259.0,2,1,73.63,0,Monthly,2,Limpopo,0.2897,1
1049,31,84,2319.17,1,1,28.08,0,Annual,2,Eastern Cape,0.1097,0
1050,43,101,72.29,2,1,65.79,0,Monthly,1,Western Cape,0.141,0
1051,62,84,234.76,3,0,17.7,0,Monthly,1,Gauteng,0.3646,0
1052,44,76,663.38,2,1,54.37,0,Quarterly,3,Eastern Cape,0.0887,1
1053,26,33,1689.82,1,0,95.78,0,Monthly,1,Limpopo,0.174,0
1054,43,28,2226.27,0,0,62.82,0,Monthly,5,Limpopo,0.1497,0
1055,74,8,1176.86,2,1,5.0,1,Quarterly,3,Eastern Cape,0.673,0
1056,64,1,1537.08,2,0,98.88,0,Annual,5,KwaZulu-Natal,0.0576,0
1057,74,37,511.82,1,0,15.69,0,Monthly,3,Eastern Cape,0.2674,1
1058,39,63,2022.17,3,1,71.81,0,Monthly,3,KwaZulu-Natal,0.2158,0
1059,64,22,2419.95,1,1,53.25,0,Monthly,5,KwaZulu-Natal,0.2927,1
1060,73,70,708.07,4,0,29.44,0,Monthly,4,Eastern Cape,0.2757,0
1061,47,21,1262.32,3,1,17.73,0,Annual,4,Limpopo,0.3296,1
1062,60,96,260.98,4,0,17.77,0,Annual,2,Western Cape,0.0647,0
1063,65,35,1419.88,3,0,85.84,1,Quarterly,4,Western Cape,0.1765,0
1064,34,79,1281.82,0,0,87.29,0,Quarterly,2,Eastern Cape,0.0528,0
1065,43,5,403.87,3,0,46.51,0,Annual,4,Gauteng,0.0437,0
1066,53,60,1133.06,1,3,10.36,0,Monthly,2,Eastern Cape,0.4938,1
1067,18,120,868.56,0,0,88.42,0,Monthly,2,Western Cape,0.027,0
1068,25,46,1328.49,2,1,48.7,0,Monthly,1,Eastern Cape,0.3266,0
1069,66,50,1484.85,3,1,43.88,0,Annual,2,Limpopo,0.359,0
1070,52,48,70.81,3,3,40.74,0,Monthly,5,Western Cape,0.3549,0
1071,69,6,1914.46,0,0,36.5,0,Monthly,5,Western Cape,0.1952,0
1072,32,89,1796.89,0,1,52.6,0,Monthly,2,Western Cape,0.0979,0
1073,64,56,947.4,3,2,60.45,0,Quarterly,5,Limpopo,0.2584,0
1074,73,110,179.69,2,0,46.64,0,Annual,4,Western Cape,0.0085,0
1075,39,59,1899.58,5,0,89.66,0,Monthly,5,Gauteng,0.1377,0
1076,31,120,2390.18,3,0,31.77,0,Quarterly,1,Western Cape,0.1698,0
1077,43,104,638.37,1,1,57.83,0,Monthly,5,Eastern Cape,0.0275,0
1078,45,29,842.64,1,1,30.0,0,Annual,4,Gauteng,0.0511,0
1079,40,71,500.34,1,0,75.34,0,Monthly,4,KwaZulu-Natal,0.0468,0
1080,31,104,1463.49,2,1,10.21,0,Monthly,2,Western Cape,0.1594,0
1081,41,77,429.36,0,0,18.87,1,Monthly,3,KwaZulu-Natal,0.2693,0
1082,19,102,922.68,4,1,80.12,0,Monthly,4,KwaZulu-Natal,0.0981,0
1083,62,18,1757.68,0,0,18.32,0,Annual,2,Limpopo,0.0924,0
1084,43,2,1422.28,2,1,62.57,0,Annual,2,Eastern Cape,0.0454,0
1085,31,8,996.83,2,0,97.02,0,Monthly,5,Eastern Cape,0.0808,1
1086,73,75,1079.61,1,0,52.29,0,Monthly,5,KwaZulu-Natal,0.0332,0
1087,68,97,1427.17,1,1,18.74,0,Quarterly,2,Limpopo,0.1355,1
1088,24,54,64.37,3,0,32.07,0,Monthly,1,Gauteng,0.1094,0
1089,20,38,242.35,2,0,82.35,0,Monthly,2,Western Cape,0.0475,0
1090,64,48,2209.08,5,2,35.17,0,Monthly,5,Gauteng,0.6257,1
1091,40,27,240.8,1,0,72.35,0,Annual,4,Western Cape,0.0097,0
1092,63,20,1781.67,4,1,77.74,0,Annual,1,KwaZulu-Natal,0.2638,0
1093,60,12,2304.09,2,0,50.12,0,Annual,3,Limpopo,0.0396,1
1094,64,43,713.17,2,0,78.32,1,Monthly,4,Limpopo,0.1512,0
1095,62,61,957.7,2,0,31.69,0,Annual,5,Eastern Cape,0.0273,0
1096,35,31,1443.86,4,3,51.62,0,Quarterly,4,Eastern Cape,0.4905,1
1097,55,91,2210.19,0,0,68.66,0,Monthly,4,Gauteng,0.0336,0
1098,52,96,2357.67,1,2,16.81,0,Annual,5,Eastern Cape,0.1646,0
1099,68,61,1861.93,1,3,27.36,0,Annual,4,Western Cape,0.3544,1
1100,32,74,262.22,3,0,65.2,0,Annual,2,Limpopo,0.0097,0
1101,42,67,1689.43,1,1,65.54,0,Annual,1,Limpopo,0.0366,0
1102,72,109,1055.24,1,1,49.33,1,Quarterly,5,KwaZulu-Natal,0.0618,0
1103,54,91,1203.22,3,0,79.56,0,Quarterly,1,KwaZulu-Natal,0.067,0
1104,45,35,170.41,2,0,48.21,1,Annual,2,Gauteng,0.1462,0
1105,27,95,518.1,6,0,88.13,0,Monthly,5,KwaZulu-Natal,0.0951,0
1106,56,15,1986.76,4,1,73.59,1,Monthly,2,Western Cape,0.6839,1
1107,74,16,1162.2,1,1,31.47,0,Annual,3,Eastern Cape,0.1016,0
1108,34,13,789.07,1,0,39.53,1,Annual,3,Eastern Cape,0.096,0
1109,56,113,990.85,1,0,66.77,0,Monthly,3,Gauteng,0.0545,0
1110,39,35,2143.28,2,2,89.45,0,Annual,1,Eastern Cape,0.223,0
1111,43,116,1885.05,2,0,17.87,0,Monthly,3,Limpopo,0.2083,0
1112,61,75,717.17,7,1,51.47,0,Annual,3,Eastern Cape,0.0586,0
1113,42,59,337.88,3,0,11.88,0,Quarterly,2,KwaZulu-Natal,0.1771,0
1114,34,21,667.4,1,1,27.95,0,Quarterly,4,Limpopo,0.1365,0
1115,30,115,2305.85,1,2,68.6,0,Annual,4,KwaZulu-Natal,0.0632,0
1116,37,54,1474.89,1,0,7.77,1,Annual,3,KwaZulu-Natal,0.1693,1
1117,42,75,1357.03,1,0,66.24,0,Annual,4,Gauteng,0.0177,0
1118,21,30,1511.16,2,0,90.08,1,Annual,3,Gauteng,0.053,0
1119,27,48,946.77,2,0,96.94,1,Monthly,3,Limpopo,0.2162,0
1120,20,117,2027.41,1,0,21.66,0,Monthly,1,Eastern Cape,0.3136,0
1121,58,35,1332.05,3,1,74.89,0,Annual,5,Western Cape,0.0186,0
1122,62,86,336.03,1,0,92.64,0,Annual,4,Eastern Cape,0.0026,0
1123,35,38,366.21,0,0,9.14,0,Monthly,3,Limpopo,0.18,0
1124,64,31,1365.3,2,1,41.4,0,Monthly,4,Western Cape,0.2404,0
